Study_ID,physical,mental,money,education,career,social,spiritual,family,societal,other,t1commit,t1confident,t1effort,t1selfcontrol,t2status,t2commit,t2confident,t2effort,t2selfcontrol,t3status,t3commit,t3confident,t3effort,t3selfcontrol,t4status,t2lastworked,t2progress,t2conflict,t2forget,t2money,t2motivation,t2othersfail,t2othersknow,t2othersrely,t2time,t2unpleasant,t3lastworked,t3progress,t3conflict,t3forget,t3money,t3motivation,t3othersfail,t3othersknow,t3othersrely,t3time,t3unpleasant,t4progress,objcode,t4achieve,t4success,t4thoughtquit,t4recesses,t4feltfail,measure,apps,resolution,NumRes,inhib,init,cont,selfcontrol,gritty,disengagement,consc,impulse,selfesteem,t2break,t2active,t2notstarted,t2letgo,t3break,t3active,t3notstarted,t3letgo,t3completed,t4break,t4active,t4notstarted,t4letgo,t4completed
213,,,,,,,,,,,5,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,5,3.4285714286,2.7142857143,3.3333333333,3.15,2.5,2.5,3.7777777778,12,22,,,,,,,,,,,,,,
213,,,,,,,,,,,4,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,5,3.4285714286,2.7142857143,3.3333333333,3.15,2.5,2.5,3.7777777778,12,22,,,,,,,,,,,,,,
213,,,,,,,,,,,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,5,3.4285714286,2.7142857143,3.3333333333,3.15,2.5,2.5,3.7777777778,12,22,,,,,,,,,,,,,,
213,,,,,,,,,,,5,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,5,5,3.4285714286,2.7142857143,3.3333333333,3.15,2.5,2.5,3.7777777778,12,22,,,,,,,,,,,,,,
214,0,0,0,0,0,1,0,1,0,0,5,5,4,4,Active resolution,4,5,5,1,,,,,,,3,61,1,2,1,1,2,1,1,1,1,,,,,,,,,,,,,2,,,,,,,1,1,4,3.1428571429,3.5714285714,3.3333333333,3.35,3.6666666667,2.6666666667,3.7777777778,8,24,0,1,0,0,,,,,,,,,,
214,1,0,0,0,0,0,0,0,0,0,5,4,5,4,Active resolution,4,5,4,3,,,,,,,2,37,1,2,2,1,1,2,1,2,2,,,,,,,,,,,,,2,,,,,,,2,2,4,3.1428571429,3.5714285714,3.3333333333,3.35,3.6666666667,2.6666666667,3.7777777778,8,24,0,1,0,0,,,,,,,,,,
214,0,0,1,0,0,0,0,0,0,0,5,5,5,5,Active resolution,4,4,5,1,,,,,,,1,53,1,2,2,1,2,1,1,1,2,,,,,,,,,,,,,2,,,,,,,1,3,4,3.1428571429,3.5714285714,3.3333333333,3.35,3.6666666667,2.6666666667,3.7777777778,8,24,0,1,0,0,,,,,,,,,,
214,0,0,0,0,0,1,0,1,0,0,5,5,5,5,Active resolution,5,5,5,1,,,,,,,1,100,1,1,2,1,1,2,1,1,2,,,,,,,,,,,,,3,,,,,,,3,4,4,3.1428571429,3.5714285714,3.3333333333,3.35,3.6666666667,2.6666666667,3.7777777778,8,24,0,1,0,0,,,,,,,,,,
215,0,0,1,0,1,0,0,0,0,0,4,5,3,5,Not currently working but plan to,2,3,2,3,,,,,,,5,8,3,3,2,4,4,3,3,3,2,,,,,,,,,,,,,3,,,,,,,1,1,1,2.4285714286,2.7142857143,3.3333333333,2.8,2.5833333333,3.4166666667,3.2222222222,6,28,1,0,0,0,,,,,,,,,,
216,1,0,1,0,0,0,0,0,0,0,5,4,4,5,Active resolution,5,4,4,4,Active resolution,4,4,4,5,Active resolution,1,62,1,1,1,3,3,3,1,1,3,3,61,1,2,1,3,3,3,1,1,3,44,3,1,3,3,4,4,3,2,1,3,4.8571428571,4.5714285714,4.6666666667,4.7,4.3333333333,2.9166666667,4.8888888889,12,38,0,1,0,0,0,1,0,0,0,0,1,0,0,0
216,1,1,0,0,0,0,1,0,0,0,5,5,3,4,Active resolution,5,5,4,3,Active resolution,4,4,5,3,Achieved and maintaining,2,85,1,1,1,2,1,2,1,2,1,2,78,2,2,1,2,1,1,2,3,1,95,3,4,5,2,2,1,4,1,2,3,4.8571428571,4.5714285714,4.6666666667,4.7,4.3333333333,2.9166666667,4.8888888889,12,38,0,1,0,0,0,1,0,0,0,0,0,0,0,1
216,1,1,0,0,0,1,0,1,0,0,5,4,2,2,Active resolution,3,4,3,2,Active resolution,3,3,2,2,Active resolution,7,23,2,3,3,1,1,1,2,3,1,6,25,2,3,2,1,1,1,2,4,1,64,3,2,4,1,3,2,5,2,3,3,4.8571428571,4.5714285714,4.6666666667,4.7,4.3333333333,2.9166666667,4.8888888889,12,38,0,1,0,0,0,1,0,0,0,0,1,0,0,0
217,1,0,0,0,0,0,0,0,0,0,4,3,1,4,Not currently working but plan to,3,3,2,4,,,,,,,6,11,2,4,1,4,1,2,2,2,1,,,,,,,,,,,,,3,,,,,,,2,1,5,3.2857142857,3.4285714286,3.1666666667,3.3,3.4166666667,2.25,4.2222222222,12,28,1,0,0,0,,,,,,,,,,
217,1,1,0,0,0,0,0,0,0,0,3,3,1,5,Have not started working but plan to,3,3,2,5,,,,,,,7,2,2,3,1,4,2,1,2,3,2,,,,,,,,,,,,,2,,,,,,,2,2,5,3.2857142857,3.4285714286,3.1666666667,3.3,3.4166666667,2.25,4.2222222222,12,28,0,0,1,0,,,,,,,,,,
217,1,0,0,0,0,0,0,0,0,0,3,2,3,4,Active resolution,3,2,3,5,,,,,,,2,21,3,3,3,4,3,3,3,4,3,,,,,,,,,,,,,2,,,,,,,2,3,5,3.2857142857,3.4285714286,3.1666666667,3.3,3.4166666667,2.25,4.2222222222,12,28,0,1,0,0,,,,,,,,,,
217,0,1,0,0,0,0,1,0,0,0,5,4,5,4,Active resolution,4,5,4,3,,,,,,,1,69,1,2,1,2,4,4,1,3,1,,,,,,,,,,,,,2,,,,,,,2,4,5,3.2857142857,3.4285714286,3.1666666667,3.3,3.4166666667,2.25,4.2222222222,12,28,0,1,0,0,,,,,,,,,,
217,0,1,1,0,0,0,0,1,0,0,4,4,4,4,Active resolution,5,4,4,5,,,,,,,1,50,2,1,2,3,4,4,2,4,1,,,,,,,,,,,,,2,,,,,,,2,5,5,3.2857142857,3.4285714286,3.1666666667,3.3,3.4166666667,2.25,4.2222222222,12,28,0,1,0,0,,,,,,,,,,
218,1,1,0,0,0,0,0,0,0,0,5,5,4,4,Not currently working but plan to,3,5,3,5,Active resolution,5,4,5,4,,7,24,3,1,1,1,3,3,3,2,2,2,24,3,1,1,2,3,3,3,2,2,,3,,,,,,,3,1,3,5,5,4.6666666667,4.9,4.8333333333,1.3333333333,5,12,40,1,0,0,0,0,1,0,0,0,,,,,
218,0,0,1,0,1,0,0,0,0,0,5,5,5,5,Active resolution,5,5,3,4,Not currently working but plan to,3,4,1,3,,3,48,1,1,3,1,5,5,1,4,1,7,75,3,1,3,4,5,5,3,5,1,,3,,,,,,,2,2,3,5,5,4.6666666667,4.9,4.8333333333,1.3333333333,5,12,40,0,1,0,0,1,0,0,0,0,,,,,
218,0,1,1,0,0,0,0,1,0,0,5,5,4,3,Active resolution,5,5,3,3,Achieved and maintaining,5,5,3,3,,4,47,1,1,1,1,5,5,1,3,3,3,100,1,1,1,2,5,5,1,1,2,,2,,,,,,,3,3,3,5,5,4.6666666667,4.9,4.8333333333,1.3333333333,5,12,40,0,1,0,0,0,0,0,0,1,,,,,
219,,,,,,,,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,2,4,4,3.6666666667,3.9,3.6666666667,2.6666666667,4.3333333333,11,16,,,,,,,,,,,,,,
219,,,,,,,,,,,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,2,4,4,3.6666666667,3.9,3.6666666667,2.6666666667,4.3333333333,11,16,,,,,,,,,,,,,,
220,,,,,,,,,,,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,4,2.2857142857,2.2857142857,2.1666666667,2.25,2.5833333333,2.8333333333,2.3333333333,5,30,,,,,,,,,,,,,,
220,,,,,,,,,,,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,4,2.2857142857,2.2857142857,2.1666666667,2.25,2.5833333333,2.8333333333,2.3333333333,5,30,,,,,,,,,,,,,,
220,,,,,,,,,,,3,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,4,2.2857142857,2.2857142857,2.1666666667,2.25,2.5833333333,2.8333333333,2.3333333333,5,30,,,,,,,,,,,,,,
220,,,,,,,,,,,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,4,2.2857142857,2.2857142857,2.1666666667,2.25,2.5833333333,2.8333333333,2.3333333333,5,30,,,,,,,,,,,,,,
221,1,1,0,0,0,0,0,1,0,0,5,5,5,2,Active resolution,5,5,5,1,Achieved and maintaining,5,5,5,1,,1,44,1,1,4,1,5,5,1,5,1,1,94,1,1,1,1,5,5,1,2,1,,1,,,,,,,2,1,4,4.5714285714,4.1428571429,4.5,4.4,3.5,2.3333333333,4.8888888889,11,29,0,1,0,0,0,0,0,0,1,,,,,
221,0,0,0,1,0,0,0,0,0,0,4,5,3,4,Not currently working but plan to,4,3,1,5,Active resolution,3,3,2,3,,8,0,3,2,4,4,5,3,3,5,4,7,7,2,2,4,4,5,5,2,5,3,,3,,,,,,,2,2,4,4.5714285714,4.1428571429,4.5,4.4,3.5,2.3333333333,4.8888888889,11,29,1,0,0,0,0,1,0,0,0,,,,,
221,1,0,0,0,0,0,0,0,0,0,2,2,2,5,Have not started working dont plan to,1,1,1,5,Not currently working but plan to,1,1,1,5,,8,0,1,5,2,5,3,1,1,1,5,8,2,1,5,2,5,5,3,1,2,5,,3,,,,,,,2,3,4,4.5714285714,4.1428571429,4.5,4.4,3.5,2.3333333333,4.8888888889,11,29,0,0,0,1,1,0,0,0,0,,,,,
221,0,0,1,0,0,0,0,0,0,0,5,5,5,4,Active resolution,4,4,4,4,Active resolution,3,3,3,3,,2,13,1,1,2,2,1,1,1,5,3,4,19,3,1,1,4,5,3,3,4,3,,2,,,,,,,1,4,4,4.5714285714,4.1428571429,4.5,4.4,3.5,2.3333333333,4.8888888889,11,29,0,1,0,0,0,1,0,0,0,,,,,
222,,,,,,,,,,,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,5,3.1428571429,4.1428571429,4,3.75,3.3333333333,2,4.4444444444,11,31,,,,,,,,,,,,,,
222,,,,,,,,,,,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,5,3.1428571429,4.1428571429,4,3.75,3.3333333333,2,4.4444444444,11,31,,,,,,,,,,,,,,
222,,,,,,,,,,,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,5,3.1428571429,4.1428571429,4,3.75,3.3333333333,2,4.4444444444,11,31,,,,,,,,,,,,,,
222,,,,,,,,,,,5,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,5,3.1428571429,4.1428571429,4,3.75,3.3333333333,2,4.4444444444,11,31,,,,,,,,,,,,,,
222,,,,,,,,,,,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,5,3.1428571429,4.1428571429,4,3.75,3.3333333333,2,4.4444444444,11,31,,,,,,,,,,,,,,
223,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,3,3,4,4.1666666667,3.7,3.4166666667,2.75,3.8888888889,12,30,,,,,,,,,,,,,,
223,,,,,,,,,,,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,3,3,4,4.1666666667,3.7,3.4166666667,2.75,3.8888888889,12,30,,,,,,,,,,,,,,
223,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,3,3,4,4.1666666667,3.7,3.4166666667,2.75,3.8888888889,12,30,,,,,,,,,,,,,,
224,1,1,0,0,0,0,0,0,0,0,5,5,4,5,Active resolution,4,4,3,5,Active resolution,5,3,5,4,Achieved and maintaining,3,26,1,1,1,5,4,3,1,3,3,2,71,2,1,4,5,3,4,2,4,3,66,1,3,3,3,4,3,,1,1,2,3.1428571429,4.1428571429,4,3.75,3.3333333333,3.8333333333,4.4444444444,10,36,0,1,0,0,0,1,0,0,0,0,0,0,0,1
224,0,0,1,0,0,0,0,0,0,0,5,3,5,2,Active resolution,5,4,3,4,Active resolution,5,5,5,5,Not currently working but plan to,1,14,1,1,5,3,2,4,1,1,3,3,81,1,1,5,4,5,5,1,2,3,29,2,2,2,3,5,5,3,2,2,2,3.1428571429,4.1428571429,4,3.75,3.3333333333,3.8333333333,4.4444444444,10,36,0,1,0,0,0,1,0,0,0,1,0,0,0,0
225,1,1,0,0,0,1,0,0,0,0,5,5,5,5,Active resolution,5,5,5,5,Active resolution,5,5,4,5,Active resolution,2,14,1,1,1,5,5,1,1,3,3,1,53,1,1,1,5,1,1,1,4,4,49,3,3,3,1,5,4,5,2,1,5,3.7142857143,4.7142857143,4.3333333333,4.25,4.4166666667,1,5,12,31,0,1,0,0,0,1,0,0,0,0,1,0,0,0
225,1,1,1,0,0,1,0,1,1,0,5,4,5,4,Have not started working dont plan to,1,1,1,1,Have not started working dont plan to,1,1,1,5,"Thrown in the towel, not currently working dont plan to",7,0,5,1,5,5,5,5,5,5,5,8,1,5,5,5,5,1,1,5,5,5,0,3,1,1,5,4,4,5,3,2,5,3.7142857143,4.7142857143,4.3333333333,4.25,4.4166666667,1,5,12,31,0,0,0,1,0,0,0,1,0,0,0,0,1,0
225,1,1,0,0,0,1,0,0,0,0,5,5,5,5,Active resolution,5,5,5,5,Active resolution,5,5,5,4,Achieved and maintaining,2,60,1,1,1,5,5,1,1,2,2,3,80,1,2,1,2,1,1,1,4,1,100,3,5,5,1,5,2,5,2,3,5,3.7142857143,4.7142857143,4.3333333333,4.25,4.4166666667,1,5,12,31,0,1,0,0,0,1,0,0,0,0,0,0,0,1
225,0,1,0,0,0,1,0,0,1,0,5,4,4,4,Active resolution,5,5,5,1,Achieved and maintaining,5,5,5,2,Achieved and maintaining,5,18,1,1,2,1,5,5,1,5,1,2,98,1,1,4,1,4,1,1,5,1,100,3,5,5,1,1,1,5,1,4,5,3.7142857143,4.7142857143,4.3333333333,4.25,4.4166666667,1,5,12,31,0,1,0,0,0,0,0,0,1,0,0,0,0,1
225,0,1,1,0,1,0,0,0,0,0,5,5,5,5,Active resolution,5,5,5,2,Active resolution,5,5,5,4,Active resolution,3,23,2,2,1,2,1,1,2,4,1,3,68,2,2,1,2,1,1,2,5,1,62,2,5,3,1,3,1,5,1,5,5,3.7142857143,4.7142857143,4.3333333333,4.25,4.4166666667,1,5,12,31,0,1,0,0,0,1,0,0,0,0,1,0,0,0
226,1,1,1,0,0,0,0,0,0,0,4,4,3,3,Have not started working but plan to,3,2,2,3,Have not started working but plan to,2,3,3,4,Not currently working but plan to,3,35,4,3,,2,3,4,4,3,3,8,1,3,4,4,3,3,3,3,4,3,18,2,3,2,3,3,3,3,2,1,3,2.7142857143,3,2.3333333333,2.7,3.0833333333,3,2.6666666667,6,26,0,0,1,0,0,0,1,0,0,1,0,0,0,0
226,1,0,0,0,0,0,0,0,0,0,4,4,3,4,Active resolution,3,2,2,4,Active resolution,4,4,4,4,Have not started working but plan to,2,60,4,3,2,3,2,3,4,3,3,2,45,2,3,,,4,3,2,3,4,1,2,3,3,4,5,5,1,2,2,3,2.7142857143,3,2.3333333333,2.7,3.0833333333,3,2.6666666667,6,26,0,1,0,0,0,1,0,0,0,0,0,1,0,0
226,0,0,1,0,1,0,0,0,0,0,4,4,4,3,"Thrown in the towel, not currently working dont plan to",2,1,2,1,"Thrown in the towel, not currently working dont plan to",1,1,1,2,Have not started working dont plan to,6,10,3,5,2,2,2,1,3,2,2,8,1,2,2,1,2,2,2,2,2,5,1,2,1,2,3,3,3,2,2,3,3,2.7142857143,3,2.3333333333,2.7,3.0833333333,3,2.6666666667,6,26,0,0,0,1,0,0,0,1,0,0,0,0,1,0
227,1,1,1,0,0,1,1,1,0,0,5,5,5,5,,,,,,Active resolution,4,5,4,5,,,,,,,,,,,,,3,65,1,1,1,1,4,4,1,1,1,,1,,,,,,,,1,5,4.1428571429,4.7142857143,4.6666666667,4.5,4.5833333333,3.75,5,12,39,,,,,0,1,0,0,0,,,,,
227,1,0,1,0,0,0,0,0,0,0,4,3,5,5,,,,,,Active resolution,3,3,3,5,,,,,,,,,,,,,2,42,1,2,1,5,2,2,1,1,3,,3,,,,,,,,2,5,4.1428571429,4.7142857143,4.6666666667,4.5,4.5833333333,3.75,5,12,39,,,,,0,1,0,0,0,,,,,
227,0,0,1,0,0,0,0,0,0,0,5,5,5,5,,,,,,Active resolution,5,5,4,5,,,,,,,,,,,,,3,44,1,1,1,1,3,3,1,1,4,,2,,,,,,,,3,5,4.1428571429,4.7142857143,4.6666666667,4.5,4.5833333333,3.75,5,12,39,,,,,0,1,0,0,0,,,,,
227,1,1,0,0,0,0,0,0,0,0,5,5,5,5,,,,,,Active resolution,5,5,5,2,,,,,,,,,,,,,1,88,1,1,1,1,1,1,1,3,1,,2,,,,,,,,4,5,4.1428571429,4.7142857143,4.6666666667,4.5,4.5833333333,3.75,5,12,39,,,,,0,1,0,0,0,,,,,
227,1,1,0,0,0,0,0,0,0,0,5,5,5,4,,,,,,Achieved and maintaining,5,5,5,5,,,,,,,,,,,,,2,100,1,1,2,1,1,1,1,2,1,,2,,,,,,,,5,5,4.1428571429,4.7142857143,4.6666666667,4.5,4.5833333333,3.75,5,12,39,,,,,0,0,0,0,1,,,,,
228,0,0,0,0,0,0,0,0,0,1,5,5,3,5,Active resolution,4,5,4,4,Active resolution,4,4,2,5,Not currently working but plan to,4,31,1,2,2,3,2,1,1,3,2,7,16,3,4,3,4,2,1,3,5,4,39,3,3,4,1,3,4,5,1,1,3,4.1428571429,4.1428571429,4.8333333333,4.35,4.5833333333,2.25,5,12,13,0,1,0,0,0,1,0,0,0,1,0,0,0,0
228,0,0,0,0,0,1,0,0,0,0,4,4,2,4,Active resolution,3,4,3,4,Active resolution,3,4,3,4,Achieved and maintaining,5,12,2,5,2,4,2,1,2,4,2,1,27,3,5,1,5,2,1,3,3,2,68,2,4,4,1,5,3,4,1,2,3,4.1428571429,4.1428571429,4.8333333333,4.35,4.5833333333,2.25,5,12,13,0,1,0,0,0,1,0,0,0,0,0,0,0,1
228,1,0,0,0,0,0,0,0,0,0,5,4,4,5,Active resolution,4,5,4,4,Active resolution,3,3,2,5,Active resolution,3,27,1,2,3,3,2,3,1,2,1,8,0,1,5,4,1,1,1,1,3,3,10,2,2,2,1,5,5,2,1,3,3,4.1428571429,4.1428571429,4.8333333333,4.35,4.5833333333,2.25,5,12,13,0,1,0,0,0,1,0,0,0,0,1,0,0,0
229,,,,,,,,,,,5,5,5,4,,,,,,,,,,,Active resolution,,,,,,,,,,,,,,,,,,,,,,,15,1,2,3,1,2,1,3,,1,3,5,5,4.8333333333,4.95,4.5,2,5,12,40,,,,,,,,,,0,1,0,0,0
229,,,,,,,,,,,5,5,5,3,,,,,,,,,,,Active resolution,,,,,,,,,,,,,,,,,,,,,,,65,1,3,4,1,1,3,5,,2,3,5,5,4.8333333333,4.95,4.5,2,5,12,40,,,,,,,,,,0,1,0,0,0
229,,,,,,,,,,,5,4,5,4,,,,,,,,,,,Active resolution,,,,,,,,,,,,,,,,,,,,,,,38,3,1,1,2,3,4,5,,3,3,5,5,4.8333333333,4.95,4.5,2,5,12,40,,,,,,,,,,0,1,0,0,0
230,0,1,1,0,1,1,0,1,0,0,5,5,5,5,Active resolution,5,5,5,5,Achieved and maintaining,5,5,5,5,Achieved and maintaining,1,46,2,1,2,3,5,5,2,5,2,7,100,1,1,3,2,5,5,1,5,1,100,3,5,5,1,3,2,5,1,1,3,4.1428571429,4.5714285714,4.1666666667,4.3,4,2.6666666667,4.4444444444,12,35,0,1,0,0,0,0,0,0,1,0,0,0,0,1
230,1,1,1,0,0,1,0,1,0,0,5,5,3,3,Active resolution,5,5,3,3,Achieved and maintaining,5,5,5,3,Achieved and maintaining,3,30,3,4,5,3,5,5,3,3,1,3,100,3,3,4,2,5,4,3,2,1,94,2,5,5,1,,,5,1,2,3,4.1428571429,4.5714285714,4.1666666667,4.3,4,2.6666666667,4.4444444444,12,35,0,1,0,0,0,0,0,0,1,0,0,0,0,1
230,1,1,1,0,0,1,0,1,0,0,5,5,5,5,Active resolution,5,4,3,4,Active resolution,5,4,3,3,Achieved and maintaining,4,13,3,3,4,2,3,1,3,2,1,4,75,3,4,3,3,3,2,3,2,1,79,1,5,5,,4,,5,3,3,3,4.1428571429,4.5714285714,4.1666666667,4.3,4,2.6666666667,4.4444444444,12,35,0,1,0,0,0,1,0,0,0,0,0,0,0,1
231,0,1,0,0,0,0,1,0,0,0,5,5,5,5,Active resolution,3,5,3,3,Not currently working but plan to,3,4,2,4,Not currently working but plan to,5,35,1,1,1,1,2,5,1,1,1,7,13,1,4,1,2,2,5,1,1,1,36,1,3,3,1,1,4,3,2,1,2,3.1428571429,3.4285714286,3.1666666667,3.25,2.5,3.9166666667,4.4444444444,12,40,0,1,0,0,1,0,0,0,0,1,0,0,0,0
231,1,0,0,0,0,0,0,0,0,0,2,3,2,5,Not currently working but plan to,2,5,3,5,Active resolution,3,4,3,5,Not currently working but plan to,3,0,1,1,4,5,5,5,1,1,4,3,26,1,1,3,5,5,5,1,1,5,47,2,3,3,3,5,5,3,1,2,2,3.1428571429,3.4285714286,3.1666666667,3.25,2.5,3.9166666667,4.4444444444,12,40,1,0,0,0,0,1,0,0,0,1,0,0,0,0
232,0,0,0,0,0,0,0,0,0,1,5,4,5,5,Active resolution,5,4,5,5,Active resolution,5,4,5,5,Active resolution,1,34,1,2,1,2,1,1,1,3,1,1,64,1,3,1,1,3,5,1,3,1,38,1,2,2,1,5,3,3,2,1,1,5,4.5714285714,4.8333333333,4.8,4.0833333333,2.75,4.6666666667,10,37,0,1,0,0,0,1,0,0,0,0,1,0,0,0
233,1,0,1,0,0,0,0,0,0,0,3,2,5,5,Active resolution,5,5,5,5,Active resolution,5,5,5,1,Achieved and maintaining,1,46,1,1,1,1,5,5,1,1,4,1,76,1,1,1,1,1,1,1,1,2,100,3,5,4,5,5,5,5,2,1,4,4,3.2857142857,3.8333333333,3.7,2.8333333333,2.9166666667,4.7777777778,8,40,0,1,0,0,0,1,0,0,0,0,0,0,0,1
233,1,1,1,0,1,0,0,1,0,0,5,5,5,5,Active resolution,5,5,5,5,Active resolution,5,5,5,5,Active resolution,1,29,1,1,1,1,5,5,1,5,1,1,100,1,1,1,1,5,5,1,5,1,19,2,1,1,1,1,5,3,1,2,4,4,3.2857142857,3.8333333333,3.7,2.8333333333,2.9166666667,4.7777777778,8,40,0,1,0,0,0,1,0,0,0,0,1,0,0,0
233,1,1,0,0,0,0,0,0,0,0,5,5,5,5,Active resolution,5,5,5,1,Active resolution,5,5,5,5,Achieved and done,1,72,1,1,1,1,5,5,1,1,1,1,86,1,1,1,1,5,5,1,1,5,100,1,5,5,1,1,1,5,2,3,4,4,3.2857142857,3.8333333333,3.7,2.8333333333,2.9166666667,4.7777777778,8,40,0,1,0,0,0,1,0,0,0,0,0,0,0,1
233,1,1,1,0,0,1,0,1,0,0,5,5,5,5,Active resolution,5,5,5,1,Active resolution,5,5,5,5,Achieved and done,1,100,1,1,1,1,5,1,1,1,1,1,65,1,1,1,1,5,5,1,1,5,100,2,5,5,1,1,1,5,1,4,4,4,3.2857142857,3.8333333333,3.7,2.8333333333,2.9166666667,4.7777777778,8,40,0,1,0,0,0,1,0,0,0,0,0,0,0,1
234,0,1,0,0,0,0,0,0,0,0,5,5,3,2,Not currently working but plan to,3,3,2,1,Not currently working but plan to,3,3,1,2,Not currently working but plan to,7,20,2,4,3,4,2,2,2,1,2,7,17,1,4,2,4,4,3,1,2,2,24,3,2,2,3,5,4,4,2,1,2,2.1428571429,1.7142857143,1.8333333333,1.9,1.9166666667,4,2.1111111111,4,15,1,0,0,0,1,0,0,0,0,1,0,0,0,0
234,0,1,0,0,0,0,0,0,0,1,4,4,4,3,Active resolution,5,5,4,1,Active resolution,4,4,3,1,Achieved and maintaining,3,70,1,2,1,3,3,4,1,2,1,5,50,2,2,1,4,4,4,2,4,1,84,2,4,4,1,3,3,5,2,2,2,2.1428571429,1.7142857143,1.8333333333,1.9,1.9166666667,4,2.1111111111,4,15,0,1,0,0,0,1,0,0,0,0,0,0,0,1
235,0,0,1,0,1,0,0,0,0,0,5,5,4,4,Active resolution,5,5,5,4,,,,,,,1,48,2,1,3,1,5,5,2,4,2,,,,,,,,,,,,,3,,,,,,,1,1,3,4.5714285714,4.4285714286,4.1666666667,4.4,3.9166666667,3,5,11,40,0,1,0,0,,,,,,,,,,
235,1,0,0,0,0,0,0,1,0,0,5,5,4,4,Active resolution,5,5,4,4,,,,,,,1,28,2,2,1,2,5,5,2,3,2,,,,,,,,,,,,,3,,,,,,,1,2,3,4.5714285714,4.4285714286,4.1666666667,4.4,3.9166666667,3,5,11,40,0,1,0,0,,,,,,,,,,
235,1,1,0,0,0,0,1,0,0,0,5,5,4,4,Active resolution,5,5,3,3,,,,,,,3,18,1,5,1,3,1,1,1,1,1,,,,,,,,,,,,,3,,,,,,,1,3,3,4.5714285714,4.4285714286,4.1666666667,4.4,3.9166666667,3,5,11,40,0,1,0,0,,,,,,,,,,
236,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,2,3.1428571429,3,2.8333333333,3,3.1666666667,3.25,3.4444444444,9,38,,,,,,,,,,,,,,
236,,,,,,,,,,,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,2,3.1428571429,3,2.8333333333,3,3.1666666667,3.25,3.4444444444,9,38,,,,,,,,,,,,,,
237,1,0,0,0,0,0,0,0,0,0,4,4,5,5,Not currently working but plan to,2,1,2,4,Achieved and maintaining,4,4,3,4,Achieved and maintaining,4,39,4,1,1,4,4,5,4,3,4,3,72,1,1,2,4,3,2,1,3,2,74,2,3,4,1,4,4,5,2,1,4,3,2.7142857143,3,2.9,3,3,3.7777777778,11,36,1,0,0,0,0,0,0,0,1,0,0,0,0,1
237,1,0,0,0,0,0,0,0,0,0,5,5,4,4,"Thrown in the towel, not currently working dont plan to",1,1,1,3,"Thrown in the towel, not currently working dont plan to",1,1,1,2,Active resolution,5,16,5,2,1,4,2,3,5,3,3,7,6,5,2,1,3,1,1,5,4,1,13,3,1,1,5,5,5,5,2,2,4,3,2.7142857143,3,2.9,3,3,3.7777777778,11,36,0,0,0,1,0,0,0,1,0,0,1,0,0,0
237,1,0,0,0,0,0,0,0,0,0,3,3,3,5,Active resolution,4,3,3,4,Active resolution,3,3,3,4,Not currently working but plan to,2,68,1,1,3,4,1,1,1,3,2,2,67,1,2,3,5,1,1,1,1,2,52,2,3,3,1,5,2,5,2,3,4,3,2.7142857143,3,2.9,3,3,3.7777777778,11,36,0,1,0,0,0,1,0,0,0,1,0,0,0,0
